"","NA.","experience","Primary.specialty","grads"
"2567","2567",35,"FAMILY PRACTICE",1482
"2568","2568",35,"GASTROENTEROLOGY",324
"2569","2569",35,"GENERAL PRACTICE",153
"2570","2570",35,"GENERAL SURGERY",375
"2571","2571",35,"GERIATRIC MEDICINE",32
"2572","2572",35,"GERIATRIC PSYCHIATRY",3
"2573","2573",35,"GYNECOLOGICAL ONCOLOGY",20
"2574","2574",35,"HAND SURGERY",28
"2575","2575",35,"HEMATOLOGY",15
"2576","2576",35,"HEMATOLOGY/ONCOLOGY",169
"2577","2577",35,"HOSPICE/PALLIATIVE CARE",6
"2578","2578",35,"INFECTIOUS DISEASE",98
"2579","2579",35,"INTERNAL MEDICINE",1479
"2580","2580",35,"INTERVENTIONAL CARDIOLOGY",49
"2581","2581",35,"INTERVENTIONAL PAIN MANAGEMENT",37
"2582","2582",35,"INTERVENTIONAL RADIOLOGY",16
"2583","2583",35,"MAXILLOFACIAL SURGERY",24
"2584","2584",35,"MEDICAL ONCOLOGY",52
"2585","2585",35,"NEPHROLOGY",138
"2586","2586",35,"NEUROLOGY",258
"2587","2587",35,"NEUROPSYCHIATRY",3
"2588","2588",35,"NEUROSURGERY",79
"2589","2589",35,"NUCLEAR MEDICINE",15
"2590","2590",35,"NURSE PRACTITIONER",227
"2591","2591",35,"OBSTETRICS/GYNECOLOGY",553
"2592","2592",35,"OCCUPATIONAL THERAPY",64
"2593","2593",35,"OPHTHALMOLOGY",387
"2594","2594",35,"OPTOMETRY",555
"2595","2595",35,"ORAL SURGERY (DENTIST ONLY)",44
"2596","2596",35,"ORTHOPEDIC SURGERY",436
"2597","2597",35,"OSTEOPATHIC MANIPULATIVE MEDICINE",13
"2598","2598",35,"OTOLARYNGOLOGY",161
"2599","2599",35,"PAIN MANAGEMENT",30
"2600","2600",35,"PATHOLOGY",230
"2601","2601",35,"PEDIATRIC MEDICINE",145
"2602","2602",35,"PHYSICAL MEDICINE AND REHABILITATION",99
"2603","2603",35,"PHYSICAL THERAPY",323
"2604","2604",35,"PHYSICIAN ASSISTANT",6
"2605","2605",35,"PLASTIC AND RECONSTRUCTIVE SURGERY",81
"2606","2606",35,"PODIATRY",280
"2607","2607",35,"PREVENTATIVE MEDICINE",12
"2608","2608",35,"PSYCHIATRY",429
"2609","2609",35,"PULMONARY DISEASE",200
"2610","2610",35,"RADIATION ONCOLOGY",76
"2611","2611",35,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",40
"2612","2612",35,"RHEUMATOLOGY",86
"2613","2613",35,"SLEEP LABORATORY/MEDICINE",6
"2614","2614",35,"SPEECH LANGUAGE PATHOLOGIST",15
"2615","2615",35,"SPORTS MEDICINE",4
"2616","2616",35,"SURGICAL ONCOLOGY",14
"2617","2617",35,"THORACIC SURGERY",47
"2618","2618",35,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",4
"2619","2619",35,"UROLOGY",176
"2620","2620",35,"VASCULAR SURGERY",65
"2621","2621",36,"ADDICTION MEDICINE",5
"2622","2622",36,"ALLERGY/IMMUNOLOGY",73
"2623","2623",36,"ANESTHESIOLOGY",512
"2624","2624",36,"ANESTHESIOLOGY ASSISTANT",6
"2625","2625",36,"AUDIOLOGIST",69
"2626","2626",36,"CARDIAC ELECTROPHYSIOLOGY",28
"2627","2627",36,"CARDIAC SURGERY",32
"2628","2628",36,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",435
"2629","2629",36,"CERTIFIED NURSE MIDWIFE",14
"2630","2630",36,"CERTIFIED REGISTERED NURSE ANESTHETIST",341
"2631","2631",36,"CHIROPRACTIC",556
"2632","2632",36,"CLINICAL NURSE SPECIALIST",27
"2633","2633",36,"CLINICAL PSYCHOLOGIST",463
"2634","2634",36,"CLINICAL SOCIAL WORKER",562
"2635","2635",36,"COLORECTAL SURGERY (PROCTOLOGY)",19
"2636","2636",36,"CRITICAL CARE (INTENSIVISTS)",41
"2637","2637",36,"DERMATOLOGY",176
"2638","2638",36,"DIAGNOSTIC RADIOLOGY",477
"2639","2639",36,"EMERGENCY MEDICINE",257
"2640","2640",36,"ENDOCRINOLOGY",81
"2641","2641",36,"FAMILY PRACTICE",1403
"2642","2642",36,"GASTROENTEROLOGY",245
"2643","2643",36,"GENERAL PRACTICE",162
"2644","2644",36,"GENERAL SURGERY",362
"2645","2645",36,"GERIATRIC MEDICINE",38
"2646","2646",36,"GERIATRIC PSYCHIATRY",4
"2647","2647",36,"GYNECOLOGICAL ONCOLOGY",13
"2648","2648",36,"HAND SURGERY",23
"2649","2649",36,"HEMATOLOGY",16
"2650","2650",36,"HEMATOLOGY/ONCOLOGY",155
"2651","2651",36,"HOSPICE/PALLIATIVE CARE",10
"2652","2652",36,"INFECTIOUS DISEASE",87
"2653","2653",36,"INTERNAL MEDICINE",1324
"2654","2654",36,"INTERVENTIONAL CARDIOLOGY",43
"2655","2655",36,"INTERVENTIONAL PAIN MANAGEMENT",21
"2656","2656",36,"INTERVENTIONAL RADIOLOGY",14
"2657","2657",36,"MAXILLOFACIAL SURGERY",19
"2658","2658",36,"MEDICAL ONCOLOGY",60
"2659","2659",36,"NEPHROLOGY",148
"2660","2660",36,"NEUROLOGY",239
"2661","2661",36,"NEUROPSYCHIATRY",2
"2662","2662",36,"NEUROSURGERY",89
"2663","2663",36,"NUCLEAR MEDICINE",9
"2664","2664",36,"NURSE PRACTITIONER",161
"2665","2665",36,"OBSTETRICS/GYNECOLOGY",516
"2666","2666",36,"OCCUPATIONAL THERAPY",62
"2667","2667",36,"OPHTHALMOLOGY",332
"2668","2668",36,"OPTOMETRY",536
"2669","2669",36,"ORAL SURGERY (DENTIST ONLY)",48
"2670","2670",36,"ORTHOPEDIC SURGERY",431
"2671","2671",36,"OSTEOPATHIC MANIPULATIVE MEDICINE",8
"2672","2672",36,"OTOLARYNGOLOGY",153
"2673","2673",36,"PAIN MANAGEMENT",15
"2674","2674",36,"PATHOLOGY",219
"2675","2675",36,"PEDIATRIC MEDICINE",111
"2676","2676",36,"PERIPHERAL VASCULAR DISEASE",1
"2677","2677",36,"PHYSICAL MEDICINE AND REHABILITATION",67
"2678","2678",36,"PHYSICAL THERAPY",368
"2679","2679",36,"PHYSICIAN ASSISTANT",16
"2680","2680",36,"PLASTIC AND RECONSTRUCTIVE SURGERY",79
"2681","2681",36,"PODIATRY",258
"2682","2682",36,"PREVENTATIVE MEDICINE",17
"2683","2683",36,"PSYCHIATRY",416
"2684","2684",36,"PULMONARY DISEASE",217
"2685","2685",36,"RADIATION ONCOLOGY",49
"2686","2686",36,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",44
"2687","2687",36,"RHEUMATOLOGY",89
"2688","2688",36,"SLEEP LABORATORY/MEDICINE",10
"2689","2689",36,"SPEECH LANGUAGE PATHOLOGIST",16
"2690","2690",36,"SPORTS MEDICINE",5
"2691","2691",36,"SURGICAL ONCOLOGY",13
"2692","2692",36,"THORACIC SURGERY",48
"2693","2693",36,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",8
"2694","2694",36,"UROLOGY",164
"2695","2695",36,"VASCULAR SURGERY",60
"2696","2696",37,"ADDICTION MEDICINE",12
"2697","2697",37,"ALLERGY/IMMUNOLOGY",75
"2698","2698",37,"ANESTHESIOLOGY",431
"2699","2699",37,"ANESTHESIOLOGY ASSISTANT",11
"2700","2700",37,"AUDIOLOGIST",62
"2701","2701",37,"CARDIAC ELECTROPHYSIOLOGY",23
"2702","2702",37,"CARDIAC SURGERY",43
"2703","2703",37,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",464
"2704","2704",37,"CERTIFIED NURSE MIDWIFE",9
"2705","2705",37,"CERTIFIED REGISTERED NURSE ANESTHETIST",338
"2706","2706",37,"CHIROPRACTIC",511
"2707","2707",37,"CLINICAL NURSE SPECIALIST",32
"2708","2708",37,"CLINICAL PSYCHOLOGIST",383
"2709","2709",37,"CLINICAL SOCIAL WORKER",551
"2710","2710",37,"COLORECTAL SURGERY (PROCTOLOGY)",18
"2711","2711",37,"CRITICAL CARE (INTENSIVISTS)",32
"2712","2712",37,"DERMATOLOGY",168
"2713","2713",37,"DIAGNOSTIC RADIOLOGY",436
"2714","2714",37,"EMERGENCY MEDICINE",243
"2715","2715",37,"ENDOCRINOLOGY",80
"2716","2716",37,"FAMILY PRACTICE",1271
"2717","2717",37,"GASTROENTEROLOGY",249
"2718","2718",37,"GENERAL PRACTICE",151
"2719","2719",37,"GENERAL SURGERY",310
"2720","2720",37,"GERIATRIC MEDICINE",31
"2721","2721",37,"GERIATRIC PSYCHIATRY",3
"2722","2722",37,"GYNECOLOGICAL ONCOLOGY",17
"2723","2723",37,"HAND SURGERY",23
"2724","2724",37,"HEMATOLOGY",9
"2725","2725",37,"HEMATOLOGY/ONCOLOGY",141
"2726","2726",37,"HOSPICE/PALLIATIVE CARE",11
"2727","2727",37,"INFECTIOUS DISEASE",66
"2728","2728",37,"INTERNAL MEDICINE",1361
"2729","2729",37,"INTERVENTIONAL CARDIOLOGY",35
"2730","2730",37,"INTERVENTIONAL PAIN MANAGEMENT",15
"2731","2731",37,"INTERVENTIONAL RADIOLOGY",18
"2732","2732",37,"MAXILLOFACIAL SURGERY",25
"2733","2733",37,"MEDICAL ONCOLOGY",56
"2734","2734",37,"NEPHROLOGY",115
"2735","2735",37,"NEUROLOGY",225
"2736","2736",37,"NEUROPSYCHIATRY",1
"2737","2737",37,"NEUROSURGERY",61
"2738","2738",37,"NUCLEAR MEDICINE",8
"2739","2739",37,"NURSE PRACTITIONER",126
"2740","2740",37,"OBSTETRICS/GYNECOLOGY",484
"2741","2741",37,"OCCUPATIONAL THERAPY",53
"2742","2742",37,"OPHTHALMOLOGY",342
"2743","2743",37,"OPTOMETRY",451
"2744","2744",37,"ORAL SURGERY (DENTIST ONLY)",33
"2745","2745",37,"ORTHOPEDIC SURGERY",376
"2746","2746",37,"OSTEOPATHIC MANIPULATIVE MEDICINE",3
"2747","2747",37,"OTOLARYNGOLOGY",141
"2748","2748",37,"PAIN MANAGEMENT",20
"2749","2749",37,"PATHOLOGY",208
"2750","2750",37,"PEDIATRIC MEDICINE",128
"2751","2751",37,"PERIPHERAL VASCULAR DISEASE",1
"2752","2752",37,"PHYSICAL MEDICINE AND REHABILITATION",61
"2753","2753",37,"PHYSICAL THERAPY",296
"2754","2754",37,"PHYSICIAN ASSISTANT",9
"2755","2755",37,"PLASTIC AND RECONSTRUCTIVE SURGERY",66
"2756","2756",37,"PODIATRY",241
"2757","2757",37,"PREVENTATIVE MEDICINE",11
"2758","2758",37,"PSYCHIATRY",451
"2759","2759",37,"PULMONARY DISEASE",185
"2760","2760",37,"RADIATION ONCOLOGY",59
"2761","2761",37,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",43
"2762","2762",37,"RHEUMATOLOGY",88
"2763","2763",37,"SLEEP LABORATORY/MEDICINE",3
"2764","2764",37,"SPEECH LANGUAGE PATHOLOGIST",18
"2765","2765",37,"SPORTS MEDICINE",5
"2766","2766",37,"SURGICAL ONCOLOGY",10
"2767","2767",37,"THORACIC SURGERY",55
"2768","2768",37,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",8
"2769","2769",37,"UROLOGY",132
"2770","2770",37,"VASCULAR SURGERY",57
"2771","2771",38,"ADDICTION MEDICINE",8
"2772","2772",38,"ALLERGY/IMMUNOLOGY",71
"2773","2773",38,"ANESTHESIOLOGY",351
"2774","2774",38,"ANESTHESIOLOGY ASSISTANT",9
"2775","2775",38,"AUDIOLOGIST",46
"2776","2776",38,"CARDIAC ELECTROPHYSIOLOGY",20
"2777","2777",38,"CARDIAC SURGERY",35
"2778","2778",38,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",426
"2779","2779",38,"CERTIFIED NURSE MIDWIFE",10
"2780","2780",38,"CERTIFIED REGISTERED NURSE ANESTHETIST",264
"2781","2781",38,"CHIROPRACTIC",440
"2782","2782",38,"CLINICAL NURSE SPECIALIST",13
"2783","2783",38,"CLINICAL PSYCHOLOGIST",419
"2784","2784",38,"CLINICAL SOCIAL WORKER",516
"2785","2785",38,"COLORECTAL SURGERY (PROCTOLOGY)",15
"2786","2786",38,"CRITICAL CARE (INTENSIVISTS)",25
"2787","2787",38,"DERMATOLOGY",175
"2788","2788",38,"DIAGNOSTIC RADIOLOGY",378
"2789","2789",38,"EMERGENCY MEDICINE",175
"2790","2790",38,"ENDOCRINOLOGY",77
"2791","2791",38,"FAMILY PRACTICE",1090
"2792","2792",38,"GASTROENTEROLOGY",226
"2793","2793",38,"GENERAL PRACTICE",168
"2794","2794",38,"GENERAL SURGERY",297
"2795","2795",38,"GERIATRIC MEDICINE",25
"2796","2796",38,"GERIATRIC PSYCHIATRY",6
"2797","2797",38,"GYNECOLOGICAL ONCOLOGY",19
"2798","2798",38,"HAND SURGERY",9
"2799","2799",38,"HEMATOLOGY",15
"2800","2800",38,"HEMATOLOGY/ONCOLOGY",133
"2801","2801",38,"HOSPICE/PALLIATIVE CARE",14
"2802","2802",38,"INFECTIOUS DISEASE",69
"2803","2803",38,"INTERNAL MEDICINE",1092
"2804","2804",38,"INTERVENTIONAL CARDIOLOGY",29
"2805","2805",38,"INTERVENTIONAL PAIN MANAGEMENT",12
"2806","2806",38,"INTERVENTIONAL RADIOLOGY",9
"2807","2807",38,"MAXILLOFACIAL SURGERY",22
"2808","2808",38,"MEDICAL ONCOLOGY",33
"2809","2809",38,"NEPHROLOGY",95
"2810","2810",38,"NEUROLOGY",202
"2811","2811",38,"NEUROPSYCHIATRY",1
"2812","2812",38,"NEUROSURGERY",57
"2813","2813",38,"NUCLEAR MEDICINE",19
"2814","2814",38,"NURSE PRACTITIONER",128
"2815","2815",38,"OBSTETRICS/GYNECOLOGY",411
"2816","2816",38,"OCCUPATIONAL THERAPY",54
"2817","2817",38,"OPHTHALMOLOGY",300
"2818","2818",38,"OPTOMETRY",436
"2819","2819",38,"ORAL SURGERY (DENTIST ONLY)",36
"2820","2820",38,"ORTHOPEDIC SURGERY",309
"2821","2821",38,"OSTEOPATHIC MANIPULATIVE MEDICINE",9
"2822","2822",38,"OTOLARYNGOLOGY",109
"2823","2823",38,"PAIN MANAGEMENT",16
"2824","2824",38,"PATHOLOGY",205
"2825","2825",38,"PEDIATRIC MEDICINE",102
"2826","2826",38,"PHYSICAL MEDICINE AND REHABILITATION",58
"2827","2827",38,"PHYSICAL THERAPY",238
"2828","2828",38,"PHYSICIAN ASSISTANT",12
"2829","2829",38,"PLASTIC AND RECONSTRUCTIVE SURGERY",75
"2830","2830",38,"PODIATRY",209
"2831","2831",38,"PREVENTATIVE MEDICINE",11
"2832","2832",38,"PSYCHIATRY",355
"2833","2833",38,"PULMONARY DISEASE",161
"2834","2834",38,"RADIATION ONCOLOGY",48
"2835","2835",38,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",35
"2836","2836",38,"RHEUMATOLOGY",98
"2837","2837",38,"SLEEP LABORATORY/MEDICINE",4
"2838","2838",38,"SPEECH LANGUAGE PATHOLOGIST",14
"2839","2839",38,"SPORTS MEDICINE",4
"2840","2840",38,"SURGICAL ONCOLOGY",6
"2841","2841",38,"THORACIC SURGERY",41
"2842","2842",38,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",7
"2843","2843",38,"UROLOGY",127
"2844","2844",38,"VASCULAR SURGERY",49
"2845","2845",39,"ADDICTION MEDICINE",7
"2846","2846",39,"ALLERGY/IMMUNOLOGY",75
"2847","2847",39,"ANESTHESIOLOGY",305
"2848","2848",39,"ANESTHESIOLOGY ASSISTANT",2
"2849","2849",39,"AUDIOLOGIST",57
"2850","2850",39,"CARDIAC ELECTROPHYSIOLOGY",23
"2851","2851",39,"CARDIAC SURGERY",27
"2852","2852",39,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",363
"2853","2853",39,"CERTIFIED NURSE MIDWIFE",10
"2854","2854",39,"CERTIFIED REGISTERED NURSE ANESTHETIST",222
"2855","2855",39,"CHIROPRACTIC",361
"2856","2856",39,"CLINICAL NURSE SPECIALIST",22
"2857","2857",39,"CLINICAL PSYCHOLOGIST",388
"2858","2858",39,"CLINICAL SOCIAL WORKER",447
"2859","2859",39,"COLORECTAL SURGERY (PROCTOLOGY)",9
"2860","2860",39,"CRITICAL CARE (INTENSIVISTS)",25
"2861","2861",39,"DERMATOLOGY",165
"2862","2862",39,"DIAGNOSTIC RADIOLOGY",358
"2863","2863",39,"EMERGENCY MEDICINE",179
"2864","2864",39,"ENDOCRINOLOGY",85
"2865","2865",39,"FAMILY PRACTICE",1026
"2866","2866",39,"GASTROENTEROLOGY",215
"2867","2867",39,"GENERAL PRACTICE",154
"2868","2868",39,"GENERAL SURGERY",289
"2869","2869",39,"GERIATRIC MEDICINE",35
"2870","2870",39,"GYNECOLOGICAL ONCOLOGY",10
"2871","2871",39,"HAND SURGERY",18
"2872","2872",39,"HEMATOLOGY",17
"2873","2873",39,"HEMATOLOGY/ONCOLOGY",110
"2874","2874",39,"HOSPICE/PALLIATIVE CARE",4
"2875","2875",39,"INFECTIOUS DISEASE",58
"2876","2876",39,"INTERNAL MEDICINE",1154
"2877","2877",39,"INTERVENTIONAL CARDIOLOGY",33
"2878","2878",39,"INTERVENTIONAL PAIN MANAGEMENT",11
"2879","2879",39,"INTERVENTIONAL RADIOLOGY",14
"2880","2880",39,"MAXILLOFACIAL SURGERY",17
"2881","2881",39,"MEDICAL ONCOLOGY",49
"2882","2882",39,"NEPHROLOGY",104
"2883","2883",39,"NEUROLOGY",191
"2884","2884",39,"NEUROPSYCHIATRY",2
"2885","2885",39,"NEUROSURGERY",70
"2886","2886",39,"NUCLEAR MEDICINE",12
"2887","2887",39,"NURSE PRACTITIONER",106
"2888","2888",39,"OBSTETRICS/GYNECOLOGY",372
"2889","2889",39,"OCCUPATIONAL THERAPY",38
"2890","2890",39,"OPHTHALMOLOGY",269
"2891","2891",39,"OPTOMETRY",410
"2892","2892",39,"ORAL SURGERY (DENTIST ONLY)",41
"2893","2893",39,"ORTHOPEDIC SURGERY",292
"2894","2894",39,"OSTEOPATHIC MANIPULATIVE MEDICINE",3
"2895","2895",39,"OTOLARYNGOLOGY",108
"2896","2896",39,"PAIN MANAGEMENT",8
"2897","2897",39,"PATHOLOGY",176
"2898","2898",39,"PEDIATRIC MEDICINE",93
"2899","2899",39,"PERIPHERAL VASCULAR DISEASE",1
"2900","2900",39,"PHYSICAL MEDICINE AND REHABILITATION",42
"2901","2901",39,"PHYSICAL THERAPY",222
"2902","2902",39,"PHYSICIAN ASSISTANT",1
"2903","2903",39,"PLASTIC AND RECONSTRUCTIVE SURGERY",59
"2904","2904",39,"PODIATRY",169
"2905","2905",39,"PREVENTATIVE MEDICINE",5
"2906","2906",39,"PSYCHIATRY",390
"2907","2907",39,"PULMONARY DISEASE",180
"2908","2908",39,"RADIATION ONCOLOGY",39
"2909","2909",39,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",34
"2910","2910",39,"RHEUMATOLOGY",82
"2911","2911",39,"SLEEP LABORATORY/MEDICINE",4
"2912","2912",39,"SPEECH LANGUAGE PATHOLOGIST",20
"2913","2913",39,"SPORTS MEDICINE",2
"2914","2914",39,"SURGICAL ONCOLOGY",5
"2915","2915",39,"THORACIC SURGERY",39
"2916","2916",39,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",4
"2917","2917",39,"UROLOGY",150
"2918","2918",39,"VASCULAR SURGERY",47
"2919","2919",40,"ADDICTION MEDICINE",2
"2920","2920",40,"ALLERGY/IMMUNOLOGY",63
"2921","2921",40,"ANESTHESIOLOGY",264
"2922","2922",40,"ANESTHESIOLOGY ASSISTANT",3
"2923","2923",40,"AUDIOLOGIST",37
"2924","2924",40,"CARDIAC ELECTROPHYSIOLOGY",8
"2925","2925",40,"CARDIAC SURGERY",23
"2926","2926",40,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",347
"2927","2927",40,"CERTIFIED NURSE MIDWIFE",7
"2928","2928",40,"CERTIFIED REGISTERED NURSE ANESTHETIST",205
"2929","2929",40,"CHIROPRACTIC",214
"2930","2930",40,"CLINICAL NURSE SPECIALIST",23
"2931","2931",40,"CLINICAL PSYCHOLOGIST",311
"2932","2932",40,"CLINICAL SOCIAL WORKER",446
"2933","2933",40,"COLORECTAL SURGERY (PROCTOLOGY)",11
"2934","2934",40,"CRITICAL CARE (INTENSIVISTS)",16
"2935","2935",40,"DERMATOLOGY",157
"2936","2936",40,"DIAGNOSTIC RADIOLOGY",256
"2937","2937",40,"EMERGENCY MEDICINE",151
"2938","2938",40,"ENDOCRINOLOGY",75
"2939","2939",40,"FAMILY PRACTICE",930
"2940","2940",40,"GASTROENTEROLOGY",188
"2941","2941",40,"GENERAL PRACTICE",164
"2942","2942",40,"GENERAL SURGERY",274
"2943","2943",40,"GERIATRIC MEDICINE",19
"2944","2944",40,"GERIATRIC PSYCHIATRY",4
"2945","2945",40,"GYNECOLOGICAL ONCOLOGY",8
"2946","2946",40,"HAND SURGERY",8
"2947","2947",40,"HEMATOLOGY",7
"2948","2948",40,"HEMATOLOGY/ONCOLOGY",121
"2949","2949",40,"HOSPICE/PALLIATIVE CARE",7
"2950","2950",40,"INFECTIOUS DISEASE",50
"2951","2951",40,"INTERNAL MEDICINE",1017
"2952","2952",40,"INTERVENTIONAL CARDIOLOGY",19
"2953","2953",40,"INTERVENTIONAL PAIN MANAGEMENT",15
"2954","2954",40,"INTERVENTIONAL RADIOLOGY",7
"2955","2955",40,"MAXILLOFACIAL SURGERY",13
"2956","2956",40,"MEDICAL ONCOLOGY",47
"2957","2957",40,"NEPHROLOGY",110
"2958","2958",40,"NEUROLOGY",190
"2959","2959",40,"NEUROPSYCHIATRY",1
"2960","2960",40,"NEUROSURGERY",35
"2961","2961",40,"NUCLEAR MEDICINE",9
"2962","2962",40,"NURSE PRACTITIONER",75
"2963","2963",40,"OBSTETRICS/GYNECOLOGY",368
"2964","2964",40,"OCCUPATIONAL THERAPY",32
"2965","2965",40,"OPHTHALMOLOGY",267
"2966","2966",40,"OPTOMETRY",356
"2967","2967",40,"ORAL SURGERY (DENTIST ONLY)",37
"2968","2968",40,"ORTHOPEDIC SURGERY",287
"2969","2969",40,"OSTEOPATHIC MANIPULATIVE MEDICINE",6
"2970","2970",40,"OTOLARYNGOLOGY",128
"2971","2971",40,"PAIN MANAGEMENT",12
"2972","2972",40,"PATHOLOGY",137
"2973","2973",40,"PEDIATRIC MEDICINE",96
"2974","2974",40,"PHYSICAL MEDICINE AND REHABILITATION",41
"2975","2975",40,"PHYSICAL THERAPY",195
"2976","2976",40,"PHYSICIAN ASSISTANT",3
"2977","2977",40,"PLASTIC AND RECONSTRUCTIVE SURGERY",72
"2978","2978",40,"PODIATRY",138
"2979","2979",40,"PREVENTATIVE MEDICINE",11
"2980","2980",40,"PSYCHIATRY",331
"2981","2981",40,"PULMONARY DISEASE",143
"2982","2982",40,"RADIATION ONCOLOGY",34
"2983","2983",40,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",38
"2984","2984",40,"RHEUMATOLOGY",87
"2985","2985",40,"SLEEP LABORATORY/MEDICINE",4
"2986","2986",40,"SPEECH LANGUAGE PATHOLOGIST",13
"2987","2987",40,"SPORTS MEDICINE",5
"2988","2988",40,"SURGICAL ONCOLOGY",11
"2989","2989",40,"THORACIC SURGERY",25
"2990","2990",40,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",8
"2991","2991",40,"UROLOGY",146
"2992","2992",40,"VASCULAR SURGERY",53
"2993","2993",41,"ADDICTION MEDICINE",6
"2994","2994",41,"ALLERGY/IMMUNOLOGY",74
"2995","2995",41,"ANESTHESIOLOGY",244
"2996","2996",41,"ANESTHESIOLOGY ASSISTANT",5
"2997","2997",41,"AUDIOLOGIST",45
"2998","2998",41,"CARDIAC ELECTROPHYSIOLOGY",6
"2999","2999",41,"CARDIAC SURGERY",26
"3000","3000",41,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",326
"3001","3001",41,"CERTIFIED NURSE MIDWIFE",7
"3002","3002",41,"CERTIFIED REGISTERED NURSE ANESTHETIST",156
"3003","3003",41,"CHIROPRACTIC",151
"3004","3004",41,"CLINICAL NURSE SPECIALIST",15
"3005","3005",41,"CLINICAL PSYCHOLOGIST",292
"3006","3006",41,"CLINICAL SOCIAL WORKER",319
"3007","3007",41,"COLORECTAL SURGERY (PROCTOLOGY)",17
"3008","3008",41,"CRITICAL CARE (INTENSIVISTS)",12
"3009","3009",41,"DERMATOLOGY",123
"3010","3010",41,"DIAGNOSTIC RADIOLOGY",244
"3011","3011",41,"EMERGENCY MEDICINE",131
"3012","3012",41,"ENDOCRINOLOGY",77
"3013","3013",41,"FAMILY PRACTICE",785
"3014","3014",41,"GASTROENTEROLOGY",185
"3015","3015",41,"GENERAL PRACTICE",129
"3016","3016",41,"GENERAL SURGERY",249
"3017","3017",41,"GERIATRIC MEDICINE",20
"3018","3018",41,"GERIATRIC PSYCHIATRY",2
"3019","3019",41,"GYNECOLOGICAL ONCOLOGY",5
"3020","3020",41,"HAND SURGERY",12
"3021","3021",41,"HEMATOLOGY",7
"3022","3022",41,"HEMATOLOGY/ONCOLOGY",102
"3023","3023",41,"HOSPICE/PALLIATIVE CARE",3
"3024","3024",41,"INFECTIOUS DISEASE",50
"3025","3025",41,"INTERNAL MEDICINE",841
"3026","3026",41,"INTERVENTIONAL CARDIOLOGY",19
"3027","3027",41,"INTERVENTIONAL PAIN MANAGEMENT",6
"3028","3028",41,"INTERVENTIONAL RADIOLOGY",11
"3029","3029",41,"MAXILLOFACIAL SURGERY",12
"3030","3030",41,"MEDICAL ONCOLOGY",53
"3031","3031",41,"NEPHROLOGY",88
"3032","3032",41,"NEUROLOGY",155
"3033","3033",41,"NEUROPSYCHIATRY",1
"3034","3034",41,"NEUROSURGERY",51
"3035","3035",41,"NUCLEAR MEDICINE",11
"3036","3036",41,"NURSE PRACTITIONER",53
"3037","3037",41,"OBSTETRICS/GYNECOLOGY",305
"3038","3038",41,"OCCUPATIONAL THERAPY",21
"3039","3039",41,"OPHTHALMOLOGY",232
"3040","3040",41,"OPTOMETRY",288
"3041","3041",41,"ORAL SURGERY (DENTIST ONLY)",27
"3042","3042",41,"ORTHOPEDIC SURGERY",229
"3043","3043",41,"OSTEOPATHIC MANIPULATIVE MEDICINE",5
"3044","3044",41,"OTOLARYNGOLOGY",111
"3045","3045",41,"PAIN MANAGEMENT",6
"3046","3046",41,"PATHOLOGY",131
"3047","3047",41,"PEDIATRIC MEDICINE",59
"3048","3048",41,"PERIPHERAL VASCULAR DISEASE",1
"3049","3049",41,"PHYSICAL MEDICINE AND REHABILITATION",33
"3050","3050",41,"PHYSICAL THERAPY",156
"3051","3051",41,"PHYSICIAN ASSISTANT",5
"3052","3052",41,"PLASTIC AND RECONSTRUCTIVE SURGERY",64
"3053","3053",41,"PODIATRY",107
"3054","3054",41,"PREVENTATIVE MEDICINE",4
"3055","3055",41,"PSYCHIATRY",353
"3056","3056",41,"PULMONARY DISEASE",126
"3057","3057",41,"RADIATION ONCOLOGY",37
"3058","3058",41,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",23
"3059","3059",41,"RHEUMATOLOGY",67
"3060","3060",41,"SLEEP LABORATORY/MEDICINE",4
"3061","3061",41,"SPEECH LANGUAGE PATHOLOGIST",7
"3062","3062",41,"SPORTS MEDICINE",1
"3063","3063",41,"SURGICAL ONCOLOGY",5
"3064","3064",41,"THORACIC SURGERY",21
"3065","3065",41,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",5
"3066","3066",41,"UROLOGY",138
"3067","3067",41,"VASCULAR SURGERY",39
"3068","3068",42,"ADDICTION MEDICINE",1
