,user,Unnamed: 0,X,review
5,Walter,568,567,"Ugg. This book quickly became boring and monotonous. I really liked it up until Hayes was hit by the car. I thought Humbert was an excellent narrator, his thought process was fascinating, and the language and story-telling was enthralling. And then they drove around the country, it became a weird, dark, mystery, and after he lost Lolita I just didn't care at all what happened with the rest of the book. It was a chore to finish."
5,Taha Brahim,571,570,une valse au bord de la perversité 
5,GalwayGirl,576,575,"Listened to Jeremy Irons read this which is probably what made me finish. Overall a very disturbing, complex and creepy insight into the mind of a very twisted person. Often went on too much with endless details which perhaps add to the creepiness of the main character, sometimes fascinating but often just too much. Excellent narration, really expertly read and this added much to a book I probably would've given up on if I was reading it myself. "
5,Tang,577,576,"I have been thinking about what to write. It's not a hard book to read, not at all. On the contrary, i read it pretty easily. I din't like Lolita though. I don't know if i was supposed to dislike Humbert more. I couldn't see him as a villain, never did. Don't get me wrong. Humbert wasn't sane, obviously. He had that obsession with Lolita, but he never tried anything until she came forward. He was loving her in his own way. May i say harmless way? The problem came when they started having a ""relationship"". Neither of them were in their right minds, both being manipulative and false. The end was kind of foreseeable. I gave the book 2 stars, mainly because of the strangeness of the plot."
5,Maha,579,578,ماحبيت الرواية و ما وجدت فيها تميز و يمكن السبب في الترجمة للعربية او المترجم على المولا!! النجمتان لسهولة القراءة :/
5,Brittany,580,579,Was a very dull read and I couldn't get into it enough to bother continuing. Did not live up to the hype. 
5,Rivka,582,581,BAAAAAAAAAAAAAARF. this book made me hate myself.
5,Christine Saro,585,584,Rr book club 
5,Filipa,588,587,"(I guess it goes without saying, but still)TRIGGER WARNING for child abuse/ pedophiliaThis book is soperbly written. The story is approached as a memoir (almost a journal with the amount of extensive and meticulous detail) told through its main character, Humbert Humbert. Nevertheless it's really hard to focus on the book's achievements when it approaches such a strong and sensitive topic that keeps you on the verge of throwing up every other page and hoping the narrator would implode from the first to the last paragraph. All because Humbert (and the other characters as well) are well structured and believable. He (Humbert) meticulously describes his disease - only being able to feel sexually aroused by nymphets - and his particular obsessession with Lolita. The word nymphet, which is thrown around so much through the book, is to me a way of victim blaming in itself. Especially since the narrator is 'aware' of the harm he's done but still seeks his redemption, partially by implying he couldn't help himpself. Despite Nabokov's outstanding job at taking us on a journey into the mind of this conniving professor - with his doubts, fears, and schemes to manipulate and abuse a child without being caught - that's still not enough to make me like this book as a whole, hence the two stars."
5,Barney,590,589,One of those books you read to see what the big deal is. Troubling book though provides incite into unhealthy obsessions. Would not recommend it.
5,Jan,593,592,"An extremely well-crafted and well-written book but so difficult to read due to its subject matter. Evansville, Indiana readers should recognize a reference to the monkey ship at Mesker Zoo."
5,Cheryl Houston,600,599,"Well, the best thing I can say is it was well written. I wouldn't call it an enjoyable read, but it was strangely compelling."
5,Emil Fanache,603,602,"I would rather call it ""The boring travel journal of a pedophile"". I think everyone's looking for an excuse to give it a higher note just because is controversial and is written by Nabokov. I read reviews where people say ""Poor Humbert, you become the witness of his suffering"". How about the girl? She clearly did not love him with that mature level, she was an infant. She was manipulated and scared (see the things he said about her calling the police which would have resulted in her being alone in an institution). She wouldn't have run if it was pleasant for her. Think about the fact she behaved abnormally at school unlike other girls of her age. She was mentally and sexually abused. Since she was the one caught, how come many people call this a love story? However, the subject doesn't make it a bad book. What I hated most was the loooong listing of hotels, motels, descriptions of places. The constant ramble and surplus paragraphs which made me struggle with many pages. The only thing I found enjoyable about this book was the way the writer talked to the reader, the easiness of his constant conversation, making us the jury of his own mental process. Hence the two stars! A huge waste of time!"
