,,Unnamed: 0,X,review,user
2,996,996,,"Hrozna knizka, nejdriv se prvni tretina knizky hrabe v totalne nezajimavem a nudmem popisu jakehosi socialistickeho pekla, pak nasleduje pasaz kde v knize ctenar cte knihu (I put a book in your book so you can read while you read!), ktera opet popisuje ono socialisticke peklo a pak prijde poslednich nekolik desitek stranek, ktere jsou jedine zajimave. To predevsim z toho duvodu, ze to cele konci spatne, zadny slunickovy happyend. A take hlavne proto ze knizka je relativne kratsi a ja osobne jsme si rikal ""no jesteze uz je konec!"".",Ju Li An
2,999,999,,"Although I usually enjoy dystopian novels, I did not enjoy 1984 very much. I found it to be very slow and full of too much detail, and it only really grabbed my attention for short amounts of time. I found it interesting that Orwell came up with a whole vocabulary of Newspeak. The concept of a society where citizens are constantly watched and history is constantly changed is extremely frightening. I found it strange that the country or union which London was located in was called Oceania, considering that Oceania is another name for Australia (at least it is modernly).",Sarah Leinwand
2,1001,1001,,I read this this year because it seemed appropriate ,Rodie King
2,1004,1004,,كتاب رائع يحكي عن الدكتاتورية والشعوب ويطرح حلول ممتع وسرد سلس ويطرح الكثير من الاسئلة التي يجب على كل انسان ان يبحث في داخله عن الاجابة,Maher Alk
2,1005,1005,,Wasn't an easy read.. have read about 70% and couldn't complete the book.. keeping it aside for time being.at various times it felt quite boring and drag but the crux which the book highlights is quite scary. the romantic part was quite a drag :-(hoping to get back and complete it... (rating based on how much i have read till now),Santosh Kumar
2,1006,1006,,"While I gave this book an 'ok' rating I really did detest reading there were several times when I wanted to stop reading it and never think about this story again. I couldn't just leave Winston to his in the dark, though,(and not just because this was my summer reading assignment); I felt that, in a way, I had to bear witness, that I had to suffer through hearing things I didn't want to hear to prevent the evil that George Orwell feared. From the beginning, I knew this was Orwell's objective, but I really had to feel the emotions that this book forced on me to make a resolution to myself never to let this happen. I was rooting for Winston til the last, so much so that I found myself repeating over and over in my head,""Please don't give in- for me"" and I realized Orwell was writing about this generation when he talks about the 'new-speak' generation. It is chilling to the bone, and though it is painful to hear I feel strongly that it is a story that needs to live on.",Marissa Walter
2,1008,1008,,"This was like Farenheit 451 in that it brought up some good points about society and the ""future,"" but I don't prefer the style and the characters were not enjoyable to read about. ",Alison
2,1009,1009,,"I would have given this one star, but it was very well written. I thoroughly hated this book. I get what Orwell was wanting to accomplish, and indeed he did, but I still hated it. I would not recommend it to anyone unless I wanted them to feel devoid of hope and love.",Lynsie
2,1010,1010,,"I've been going back and reading or re-reading some of the modern ""classics"". However, I seem to be continuously disappointed by them as I was with 1984. It was more like a pompously delivered manual on social hierarchy. The plot never really began or ended.",Wil
2,1011,1011,,ugh.,Louise
2,1016,1016,,"2.5 starts I've always wanted to read this book. And now I've come around to it I'm not really sure if I should have started it.It isn't that bad, in fact the book started off on a good note. Once the romance was introduced I started to change my opinion,but then it began to pick up. The problem I have with George Orwell is that I take forever to read his books. Animal farm took me a week to read and that was a 100 page book and this book has taken me way over a month and I couldn't even finish it. Maybe I'll come back to this book in the future, it may be more appealing to me then.",Rahila
